date,sub_region_1,sub_region_2,retail_recreation,grocery_pharmacy,parks,transit_stations,workplaces,residential,total_cases,total_deaths,new_cases,new_deaths,political_preference,population,area,pop_dens
2020-03-12,California,Mariposa County,23,40,45,,2,,0,0,0,0,Republican,18129,1451,12.4941419710544
2020-03-13,California,Mariposa County,5,18,23,,1,,0,0,0,0,Republican,18129,1451,12.4941419710544
2020-03-14,California,Mariposa County,-21,-4,-36,,-14,,0,0,0,0,Republican,18129,1451,12.4941419710544
2020-03-15,California,Mariposa County,-21,14,-37,,-13,,0,0,0,0,Republican,18129,1451,12.4941419710544
2020-03-16,California,Mariposa County,-40,-1,-39,,-22,,0,0,0,0,Republican,18129,1451,12.4941419710544
2020-03-17,California,Mariposa County,-35,14,-22,,-24,,0,0,0,0,Republican,18129,1451,12.4941419710544
2020-03-18,California,Mariposa County,-32,4,-19,,-29,,0,0,0,0,Republican,18129,1451,12.4941419710544
2020-03-19,California,Mariposa County,-31,5,-35,,-28,,0,0,0,0,Republican,18129,1451,12.4941419710544
2020-03-20,California,Mariposa County,-50,-2,-47,,-33,,0,0,0,0,Republican,18129,1451,12.4941419710544
2020-03-21,California,Mariposa County,-67,-44,-83,,-35,,0,0,0,0,Republican,18129,1451,12.4941419710544
2020-03-22,California,Mariposa County,-78,-21,-69,,-43,,0,0,0,0,Republican,18129,1451,12.4941419710544
2020-03-23,California,Mariposa County,-60,-31,-69,,-38,,0,0,0,0,Republican,18129,1451,12.4941419710544
2020-03-24,California,Mariposa County,-57,-13,-67,,-38,,0,0,0,0,Republican,18129,1451,12.4941419710544
2020-03-25,California,Mariposa County,-63,-24,-65,,-41,,0,0,0,0,Republican,18129,1451,12.4941419710544
2020-03-26,California,Mariposa County,-57,-22,-62,,-40,,0,0,0,0,Republican,18129,1451,12.4941419710544
2020-03-27,California,Mariposa County,-54,-28,-64,,-40,,0,0,0,0,Republican,18129,1451,12.4941419710544
2020-03-28,California,Mariposa County,-66,-60,-84,,-39,,0,0,0,0,Republican,18129,1451,12.4941419710544
2020-03-29,California,Mariposa County,-75,-23,-72,,-45,,0,0,0,0,Republican,18129,1451,12.4941419710544
2020-03-30,California,Mariposa County,-59,-43,-65,,-40,,0,0,0,0,Republican,18129,1451,12.4941419710544
2020-03-31,California,Mariposa County,-51,-34,-54,,-41,,0,0,0,0,Republican,18129,1451,12.4941419710544
2020-04-01,California,Mariposa County,-55,-16,-64,,-42,,0,0,0,0,Republican,18129,1451,12.4941419710544
2020-04-02,California,Mariposa County,-47,-24,-54,,-43,,0,0,0,0,Republican,18129,1451,12.4941419710544
2020-04-03,California,Mariposa County,-56,-23,-66,,-48,,0,0,0,0,Republican,18129,1451,12.4941419710544
2020-04-04,California,Mariposa County,-80,-42,-82,,-43,,0,0,0,0,Republican,18129,1451,12.4941419710544
2020-04-05,California,Mariposa County,-86,-54,-87,,-53,,0,0,0,0,Republican,18129,1451,12.4941419710544
2020-04-06,California,Mariposa County,,,-76,,-49,,0,0,0,0,Republican,18129,1451,12.4941419710544
2020-04-07,California,Mariposa County,,,-67,,-44,,0,0,0,0,Republican,18129,1451,12.4941419710544
2020-04-08,California,Mariposa County,,,-71,,-47,,0,0,0,0,Republican,18129,1451,12.4941419710544
2020-04-09,California,Mariposa County,,,-68,,-48,,0,0,0,0,Republican,18129,1451,12.4941419710544
2020-04-10,California,Mariposa County,,,-71,,-46,,0,0,0,0,Republican,18129,1451,12.4941419710544
2020-04-11,California,Mariposa County,,,-83,,-51,,0,0,0,0,Republican,18129,1451,12.4941419710544
2020-04-12,California,Mariposa County,,,-77,,-51,,0,0,0,0,Republican,18129,1451,12.4941419710544
2020-04-13,California,Mariposa County,,,-63,,-46,,0,0,0,0,Republican,18129,1451,12.4941419710544
2020-04-14,California,Mariposa County,,,-60,,-42,,0,0,0,0,Republican,18129,1451,12.4941419710544
2020-04-15,California,Mariposa County,,,-59,,-46,,0,0,0,0,Republican,18129,1451,12.4941419710544
2020-04-16,California,Mariposa County,,,-63,,-38,,0,0,0,0,Republican,18129,1451,12.4941419710544
2020-04-17,California,Mariposa County,,,-70,,-46,,0,0,0,0,Republican,18129,1451,12.4941419710544
2020-04-18,California,Mariposa County,,,-80,,-38,,0,0,0,0,Republican,18129,1451,12.4941419710544
2020-04-19,California,Mariposa County,,,-67,,-43,,0,0,0,0,Republican,18129,1451,12.4941419710544
2020-04-20,California,Mariposa County,,,-72,,-46,,0,0,0,0,Republican,18129,1451,12.4941419710544
2020-04-21,California,Mariposa County,,,-56,,-44,,0,0,0,0,Republican,18129,1451,12.4941419710544
2020-04-22,California,Mariposa County,,,-58,,-42,,0,0,0,0,Republican,18129,1451,12.4941419710544
2020-04-23,California,Mariposa County,,,-58,,-40,,0,0,0,0,Republican,18129,1451,12.4941419710544
2020-04-24,California,Mariposa County,,,-61,,-42,,0,0,0,0,Republican,18129,1451,12.4941419710544
2020-04-25,California,Mariposa County,,,-76,,-37,,0,0,0,0,Republican,18129,1451,12.4941419710544
2020-04-26,California,Mariposa County,,,-67,,-50,,0,0,0,0,Republican,18129,1451,12.4941419710544
2020-04-27,California,Mariposa County,,,-58,,-39,,0,0,0,0,Republican,18129,1451,12.4941419710544
2020-04-28,California,Mariposa County,,,-56,,-44,,1,0,1,0,Republican,18129,1451,12.4941419710544
2020-04-29,California,Mariposa County,,,-50,,-41,,1,0,0,0,Republican,18129,1451,12.4941419710544
2020-04-30,California,Mariposa County,,,-49,,-36,,3,0,2,0,Republican,18129,1451,12.4941419710544
2020-05-01,California,Mariposa County,,,-61,,-38,,13,0,10,0,Republican,18129,1451,12.4941419710544
2020-05-02,California,Mariposa County,,,-65,,-34,,13,0,0,0,Republican,18129,1451,12.4941419710544
2020-05-03,California,Mariposa County,,,-52,,-36,,13,0,0,0,Republican,18129,1451,12.4941419710544
2020-05-04,California,Mariposa County,,,-53,,-43,,14,0,1,0,Republican,18129,1451,12.4941419710544
2020-05-05,California,Mariposa County,,,-55,,-35,,14,0,0,0,Republican,18129,1451,12.4941419710544
2020-05-06,California,Mariposa County,,,-51,,-40,,15,0,1,0,Republican,18129,1451,12.4941419710544
2020-05-07,California,Mariposa County,,,-44,,-42,,15,0,0,0,Republican,18129,1451,12.4941419710544
2020-02-15,California,Mendocino County,13,10,51,,-2,-1,0,0,0,0,Democrat,89299,3509,25.4485608435452
2020-02-16,California,Mendocino County,25,12,109,,-3,-1,0,0,0,0,Democrat,89299,3509,25.4485608435452
2020-02-17,California,Mendocino County,16,9,71,,-35,6,0,0,0,0,Democrat,89299,3509,25.4485608435452
2020-02-18,California,Mendocino County,5,10,16,,-1,-1,0,0,0,0,Democrat,89299,3509,25.4485608435452
2020-02-19,California,Mendocino County,4,8,16,,-4,0,0,0,0,0,Democrat,89299,3509,25.4485608435452
2020-02-20,California,Mendocino County,5,6,20,,0,0,0,0,0,0,Democrat,89299,3509,25.4485608435452
2020-02-21,California,Mendocino County,5,4,23,,-1,0,0,0,0,0,Democrat,89299,3509,25.4485608435452
2020-02-22,California,Mendocino County,11,8,28,,2,-1,0,0,0,0,Democrat,89299,3509,25.4485608435452
2020-02-23,California,Mendocino County,12,6,43,,-2,-1,0,0,0,0,Democrat,89299,3509,25.4485608435452
2020-02-24,California,Mendocino County,6,5,7,,3,0,0,0,0,0,Democrat,89299,3509,25.4485608435452
2020-02-25,California,Mendocino County,4,5,4,,3,-2,0,0,0,0,Democrat,89299,3509,25.4485608435452
2020-02-26,California,Mendocino County,11,5,13,,3,-1,0,0,0,0,Democrat,89299,3509,25.4485608435452
2020-02-27,California,Mendocino County,11,0,16,,3,-1,0,0,0,0,Democrat,89299,3509,25.4485608435452
2020-02-28,California,Mendocino County,11,-1,13,,5,-1,0,0,0,0,Democrat,89299,3509,25.4485608435452
2020-02-29,California,Mendocino County,16,0,6,,7,-1,0,0,0,0,Democrat,89299,3509,25.4485608435452
2020-03-01,California,Mendocino County,25,-1,31,,2,-1,0,0,0,0,Democrat,89299,3509,25.4485608435452
2020-03-02,California,Mendocino County,12,2,4,,4,-1,0,0,0,0,Democrat,89299,3509,25.4485608435452
2020-03-03,California,Mendocino County,14,7,22,,3,-2,0,0,0,0,Democrat,89299,3509,25.4485608435452
2020-03-04,California,Mendocino County,12,4,17,,2,-2,0,0,0,0,Democrat,89299,3509,25.4485608435452
2020-03-05,California,Mendocino County,9,4,14,,2,-1,0,0,0,0,Democrat,89299,3509,25.4485608435452
2020-03-06,California,Mendocino County,6,-1,13,,4,0,0,0,0,0,Democrat,89299,3509,25.4485608435452
2020-03-07,California,Mendocino County,10,0,23,,6,0,0,0,0,0,Democrat,89299,3509,25.4485608435452
2020-03-08,California,Mendocino County,16,-1,37,,-2,0,0,0,0,0,Democrat,89299,3509,25.4485608435452
2020-03-09,California,Mendocino County,11,2,13,,4,0,0,0,0,0,Democrat,89299,3509,25.4485608435452
2020-03-10,California,Mendocino County,7,1,22,,2,-1,0,0,0,0,Democrat,89299,3509,25.4485608435452
2020-03-11,California,Mendocino County,11,8,29,,4,-1,0,0,0,0,Democrat,89299,3509,25.4485608435452
2020-03-12,California,Mendocino County,8,12,28,,2,-1,0,0,0,0,Democrat,89299,3509,25.4485608435452
2020-03-13,California,Mendocino County,8,13,18,-17,4,0,0,0,0,0,Democrat,89299,3509,25.4485608435452
2020-03-14,California,Mendocino County,4,8,-11,-29,0,3,0,0,0,0,Democrat,89299,3509,25.4485608435452
2020-03-15,California,Mendocino County,1,6,8,,-2,3,0,0,0,0,Democrat,89299,3509,25.4485608435452
2020-03-16,California,Mendocino County,8,20,7,,-4,3,0,0,0,0,Democrat,89299,3509,25.4485608435452
2020-03-17,California,Mendocino County,-8,11,-8,,-17,7,0,0,0,0,Democrat,89299,3509,25.4485608435452
2020-03-18,California,Mendocino County,-13,17,11,-33,-24,9,0,0,0,0,Democrat,89299,3509,25.4485608435452
2020-03-19,California,Mendocino County,-33,-11,11,-32,-30,12,1,0,1,0,Democrat,89299,3509,25.4485608435452
2020-03-20,California,Mendocino County,-37,-14,8,-26,-32,14,1,0,0,0,Democrat,89299,3509,25.4485608435452
2020-03-21,California,Mendocino County,-43,-20,-3,-27,-27,11,1,0,0,0,Democrat,89299,3509,25.4485608435452
2020-03-22,California,Mendocino County,-40,-25,14,,-29,,1,0,0,0,Democrat,89299,3509,25.4485608435452
2020-03-23,California,Mendocino County,-35,-20,-14,-46,-33,14,1,0,0,0,Democrat,89299,3509,25.4485608435452
2020-03-24,California,Mendocino County,-38,-19,-30,-43,-39,16,2,0,1,0,Democrat,89299,3509,25.4485608435452
2020-03-25,California,Mendocino County,-40,-19,-23,-51,-39,15,2,0,0,0,Democrat,89299,3509,25.4485608435452
2020-03-26,California,Mendocino County,-38,-20,-22,-34,-39,16,2,0,0,0,Democrat,89299,3509,25.4485608435452
2020-03-27,California,Mendocino County,-43,-26,-32,-45,-40,17,2,0,0,0,Democrat,89299,3509,25.4485608435452
2020-03-28,California,Mendocino County,-47,-28,-58,-44,-34,,2,0,0,0,Democrat,89299,3509,25.4485608435452
2020-03-29,California,Mendocino County,-47,-29,-39,,-32,,3,0,1,0,Democrat,89299,3509,25.4485608435452
2020-03-30,California,Mendocino County,-40,-24,-43,-54,-37,15,4,0,1,0,Democrat,89299,3509,25.4485608435452
2020-03-31,California,Mendocino County,-39,-19,-42,-51,-40,15,4,0,0,0,Democrat,89299,3509,25.4485608435452
2020-04-01,California,Mendocino County,-36,-17,-33,-46,-40,15,4,0,0,0,Democrat,89299,3509,25.4485608435452
2020-04-02,California,Mendocino County,-35,-17,-29,-37,-40,16,4,0,0,0,Democrat,89299,3509,25.4485608435452
2020-04-03,California,Mendocino County,-37,-19,-37,-48,-38,16,4,0,0,0,Democrat,89299,3509,25.4485608435452
2020-04-04,California,Mendocino County,-49,-26,-67,-56,-37,,4,0,0,0,Democrat,89299,3509,25.4485608435452
2020-04-05,California,Mendocino County,-46,-26,-51,,-34,,4,0,0,0,Democrat,89299,3509,25.4485608435452
2020-04-06,California,Mendocino County,-37,-20,-38,-49,-39,15,4,0,0,0,Democrat,89299,3509,25.4485608435452
2020-04-07,California,Mendocino County,-37,-20,-33,-41,-41,15,4,0,0,0,Democrat,89299,3509,25.4485608435452
2020-04-08,California,Mendocino County,-36,-17,-32,-44,-41,14,4,0,0,0,Democrat,89299,3509,25.4485608435452
2020-04-09,California,Mendocino County,-37,-15,-32,-45,-41,15,4,0,0,0,Democrat,89299,3509,25.4485608435452
2020-04-10,California,Mendocino County,-37,-16,-41,-40,-42,17,4,0,0,0,Democrat,89299,3509,25.4485608435452
2020-04-11,California,Mendocino County,-39,-12,-51,-39,-31,,4,0,0,0,Democrat,89299,3509,25.4485608435452
2020-04-12,California,Mendocino County,-53,-24,-35,,-36,,4,0,0,0,Democrat,89299,3509,25.4485608435452
2020-04-13,California,Mendocino County,-31,-15,-32,-22,-37,14,4,0,0,0,Democrat,89299,3509,25.4485608435452
2020-04-14,California,Mendocino County,-29,-11,-23,-11,-36,12,4,0,0,0,Democrat,89299,3509,25.4485608435452
2020-04-15,California,Mendocino County,-32,-5,-28,-26,-37,13,4,0,0,0,Democrat,89299,3509,25.4485608435452
2020-04-16,California,Mendocino County,-40,-5,-36,-27,-38,14,4,0,0,0,Democrat,89299,3509,25.4485608435452
2020-04-17,California,Mendocino County,-45,-15,-36,-43,-37,16,4,0,0,0,Democrat,89299,3509,25.4485608435452
2020-04-18,California,Mendocino County,-49,-15,-54,-47,-32,,5,0,1,0,Democrat,89299,3509,25.4485608435452
2020-04-19,California,Mendocino County,-46,-9,-26,,-30,,5,0,0,0,Democrat,89299,3509,25.4485608435452
2020-04-20,California,Mendocino County,-41,-10,-38,-34,-35,13,5,0,0,0,Democrat,89299,3509,25.4485608435452
2020-04-21,California,Mendocino County,-42,-7,-31,-25,-37,12,5,0,0,0,Democrat,89299,3509,25.4485608435452
2020-04-22,California,Mendocino County,-42,-7,-33,-34,-39,13,5,0,0,0,Democrat,89299,3509,25.4485608435452
2020-04-23,California,Mendocino County,-42,-6,-27,-35,-37,14,5,0,0,0,Democrat,89299,3509,25.4485608435452
2020-04-24,California,Mendocino County,-45,-10,-26,-48,-37,15,11,0,6,0,Democrat,89299,3509,25.4485608435452
2020-04-25,California,Mendocino County,-46,-10,-43,-25,-28,10,11,0,0,0,Democrat,89299,3509,25.4485608435452
2020-04-26,California,Mendocino County,-43,-7,-16,,-28,,11,0,0,0,Democrat,89299,3509,25.4485608435452
2020-04-27,California,Mendocino County,-39,-5,-28,-31,-33,12,11,0,0,0,Democrat,89299,3509,25.4485608435452
2020-04-28,California,Mendocino County,-38,-3,-25,-32,-35,5,11,0,0,0,Democrat,89299,3509,25.4485608435452
2020-04-29,California,Mendocino County,-38,-5,-32,-42,-37,12,12,0,1,0,Democrat,89299,3509,25.4485608435452
2020-04-30,California,Mendocino County,-38,-3,-25,-21,-36,12,12,0,0,0,Democrat,89299,3509,25.4485608435452
2020-05-01,California,Mendocino County,-36,-4,-20,-19,-33,12,12,0,0,0,Democrat,89299,3509,25.4485608435452
2020-05-02,California,Mendocino County,-44,-8,-49,-29,-28,11,12,0,0,0,Democrat,89299,3509,25.4485608435452
2020-05-03,California,Mendocino County,-38,-4,-22,,-27,,12,0,0,0,Democrat,89299,3509,25.4485608435452
2020-05-04,California,Mendocino County,-31,1,-24,-16,-31,10,12,0,0,0,Democrat,89299,3509,25.4485608435452
2020-05-05,California,Mendocino County,-35,0,-23,,-33,11,12,0,0,0,Democrat,89299,3509,25.4485608435452
2020-05-06,California,Mendocino County,-36,2,-25,-31,-35,12,12,0,0,0,Democrat,89299,3509,25.4485608435452
2020-05-07,California,Mendocino County,-36,1,-22,-19,-34,11,12,0,0,0,Democrat,89299,3509,25.4485608435452
2020-02-15,California,Merced County,5,3,54,19,-4,-1,0,0,0,0,Democrat,279977,1929,145.141005702437
2020-02-16,California,Merced County,8,4,49,8,-2,-1,0,0,0,0,Democrat,279977,1929,145.141005702437
2020-02-17,California,Merced County,9,2,50,14,-42,8,0,0,0,0,Democrat,279977,1929,145.141005702437
2020-02-18,California,Merced County,1,0,54,7,-10,1,0,0,0,0,Democrat,279977,1929,145.141005702437
2020-02-19,California,Merced County,2,1,55,6,-10,1,0,0,0,0,Democrat,279977,1929,145.141005702437
2020-02-20,California,Merced County,5,1,67,9,-9,1,0,0,0,0,Democrat,279977,1929,145.141005702437
2020-02-21,California,Merced County,1,2,63,2,-11,1,0,0,0,0,Democrat,279977,1929,145.141005702437
2020-02-22,California,Merced County,5,2,69,7,-2,-1,0,0,0,0,Democrat,279977,1929,145.141005702437
2020-02-23,California,Merced County,10,6,65,12,1,-1,0,0,0,0,Democrat,279977,1929,145.141005702437
2020-02-24,California,Merced County,2,2,63,-1,3,0,0,0,0,0,Democrat,279977,1929,145.141005702437
2020-02-25,California,Merced County,6,2,69,3,2,-1,0,0,0,0,Democrat,279977,1929,145.141005702437
2020-02-26,California,Merced County,12,9,63,2,2,-2,0,0,0,0,Democrat,279977,1929,145.141005702437
2020-02-27,California,Merced County,11,4,61,8,3,-2,0,0,0,0,Democrat,279977,1929,145.141005702437
2020-02-28,California,Merced County,9,10,83,6,3,-2,0,0,0,0,Democrat,279977,1929,145.141005702437
2020-02-29,California,Merced County,12,7,60,8,3,-2,0,0,0,0,Democrat,279977,1929,145.141005702437
2020-03-01,California,Merced County,17,9,13,9,2,-1,0,0,0,0,Democrat,279977,1929,145.141005702437
2020-03-02,California,Merced County,13,8,65,4,5,-1,0,0,0,0,Democrat,279977,1929,145.141005702437
2020-03-03,California,Merced County,19,14,71,9,6,-2,0,0,0,0,Democrat,279977,1929,145.141005702437
2020-03-04,California,Merced County,12,13,64,7,6,-2,0,0,0,0,Democrat,279977,1929,145.141005702437
2020-03-05,California,Merced County,13,12,70,9,6,-2,0,0,0,0,Democrat,279977,1929,145.141005702437
2020-03-06,California,Merced County,7,9,87,3,4,-1,0,0,0,0,Democrat,279977,1929,145.141005702437
2020-03-07,California,Merced County,8,9,40,-1,2,-1,0,0,0,0,Democrat,279977,1929,145.141005702437
2020-03-08,California,Merced County,12,9,36,13,2,0,0,0,0,0,Democrat,279977,1929,145.141005702437
2020-03-09,California,Merced County,9,9,65,5,7,-1,0,0,0,0,Democrat,279977,1929,145.141005702437
2020-03-10,California,Merced County,8,8,58,3,6,-1,0,0,0,0,Democrat,279977,1929,145.141005702437
2020-03-11,California,Merced County,6,11,58,1,5,-1,0,0,0,0,Democrat,279977,1929,145.141005702437
2020-03-12,California,Merced County,8,17,65,7,3,-1,0,0,0,0,Democrat,279977,1929,145.141005702437
2020-03-13,California,Merced County,4,26,48,1,2,0,0,0,0,0,Democrat,279977,1929,145.141005702437
2020-03-14,California,Merced County,0,25,18,0,1,2,0,0,0,0,Democrat,279977,1929,145.141005702437
2020-03-15,California,Merced County,-5,13,-30,-7,-4,4,0,0,0,0,Democrat,279977,1929,145.141005702437
2020-03-16,California,Merced County,-1,31,-6,-8,-7,6,0,0,0,0,Democrat,279977,1929,145.141005702437
2020-03-17,California,Merced County,-4,27,20,-1,-12,7,0,0,0,0,Democrat,279977,1929,145.141005702437
2020-03-18,California,Merced County,-9,24,26,-6,-17,7,0,0,0,0,Democrat,279977,1929,145.141005702437
2020-03-19,California,Merced County,-16,9,22,-7,-26,10,0,0,0,0,Democrat,279977,1929,145.141005702437
2020-03-20,California,Merced County,-26,0,13,-23,-33,13,0,0,0,0,Democrat,279977,1929,145.141005702437
2020-03-21,California,Merced County,-38,-13,-21,-26,-21,12,0,0,0,0,Democrat,279977,1929,145.141005702437
2020-03-22,California,Merced County,-36,-20,-3,-32,-25,10,0,0,0,0,Democrat,279977,1929,145.141005702437
2020-03-23,California,Merced County,-30,-21,-3,-29,-36,15,1,0,1,0,Democrat,279977,1929,145.141005702437
2020-03-24,California,Merced County,-29,-18,-6,-28,-38,15,1,0,0,0,Democrat,279977,1929,145.141005702437
2020-03-25,California,Merced County,-32,-19,-10,-28,-39,16,2,0,1,0,Democrat,279977,1929,145.141005702437
2020-03-26,California,Merced County,-30,-18,11,-29,-39,15,2,0,0,0,Democrat,279977,1929,145.141005702437
2020-03-27,California,Merced County,-35,-17,11,-35,-38,17,4,0,2,0,Democrat,279977,1929,145.141005702437
2020-03-28,California,Merced County,-37,-18,-20,-38,-25,13,7,0,3,0,Democrat,279977,1929,145.141005702437
2020-03-29,California,Merced County,-34,-18,-1,-37,-26,11,8,0,1,0,Democrat,279977,1929,145.141005702437
2020-03-30,California,Merced County,-30,-21,15,-33,-37,14,9,0,1,0,Democrat,279977,1929,145.141005702437
2020-03-31,California,Merced County,-26,-16,11,-28,-39,15,10,0,1,0,Democrat,279977,1929,145.141005702437
2020-04-01,California,Merced County,-25,-11,7,-26,-40,14,10,0,0,0,Democrat,279977,1929,145.141005702437
2020-04-02,California,Merced County,-28,-12,4,-27,-40,15,12,0,2,0,Democrat,279977,1929,145.141005702437
2020-04-03,California,Merced County,-31,-6,3,-39,-39,16,16,0,4,0,Democrat,279977,1929,145.141005702437
2020-04-04,California,Merced County,-38,-13,-26,-36,-27,13,16,0,0,0,Democrat,279977,1929,145.141005702437
2020-04-05,California,Merced County,-44,-24,-60,-48,-31,13,27,0,11,0,Democrat,279977,1929,145.141005702437
2020-04-06,California,Merced County,-35,-18,-20,-37,-41,18,29,1,2,1,Democrat,279977,1929,145.141005702437
2020-04-07,California,Merced County,-30,-13,1,-28,-40,16,29,1,0,0,Democrat,279977,1929,145.141005702437
