date,sub_region_1,sub_region_2,retail_recreation,grocery_pharmacy,parks,transit_stations,workplaces,residential,total_cases,total_deaths,new_cases,new_deaths,political_preference,population,area,pop_dens
2020-04-04,California,San Mateo County,-64,-27,-67,-85,-49,23,,13,,,Democrat,774155,449,1724.17594654788
2020-04-05,California,San Mateo County,-65,-32,-63,-86,-50,20,555,,,,Democrat,774155,449,1724.17594654788
2020-04-05,California,San Mateo County,-65,-32,-63,-86,-50,20,,13,,,Democrat,774155,449,1724.17594654788
2020-04-06,California,San Mateo County,-58,-29,-55,-84,-71,34,579,,,,Democrat,774155,449,1724.17594654788
2020-04-06,California,San Mateo County,-58,-29,-55,-84,-71,34,,13,,,Democrat,774155,449,1724.17594654788
2020-04-07,California,San Mateo County,-52,-18,-2,-81,-70,33,589,,,,Democrat,774155,449,1724.17594654788
2020-04-07,California,San Mateo County,-52,-18,-2,-81,-70,33,,21,,,Democrat,774155,449,1724.17594654788
2020-04-08,California,San Mateo County,-55,-22,-21,-82,-70,33,617,,,,Democrat,774155,449,1724.17594654788
2020-04-08,California,San Mateo County,-55,-22,-21,-82,-70,33,,21,,,Democrat,774155,449,1724.17594654788
2020-04-09,California,San Mateo County,-55,-22,-18,-83,-71,34,633,,,,Democrat,774155,449,1724.17594654788
2020-04-09,California,San Mateo County,-55,-22,-18,-83,-71,34,,21,,,Democrat,774155,449,1724.17594654788
2020-04-10,California,San Mateo County,-56,-19,-16,-83,-70,35,638,,,,Democrat,774155,449,1724.17594654788
2020-04-10,California,San Mateo County,-56,-19,-16,-83,-70,35,,21,,,Democrat,774155,449,1724.17594654788
2020-04-11,California,San Mateo County,-60,-20,-38,-83,-47,21,652,,,,Democrat,774155,449,1724.17594654788
2020-04-11,California,San Mateo County,-60,-20,-38,-83,-47,21,,21,,,Democrat,774155,449,1724.17594654788
2020-04-12,California,San Mateo County,-70,-35,-39,-85,-50,19,652,,,,Democrat,774155,449,1724.17594654788
2020-04-12,California,San Mateo County,-70,-35,-39,-85,-50,19,,21,,,Democrat,774155,449,1724.17594654788
2020-04-13,California,San Mateo County,-53,-26,-8,-81,-69,32,701,,,,Democrat,774155,449,1724.17594654788
2020-04-13,California,San Mateo County,-53,-26,-8,-81,-69,32,,21,,,Democrat,774155,449,1724.17594654788
2020-04-14,California,San Mateo County,-53,-23,10,-80,-69,32,721,,,,Democrat,774155,449,1724.17594654788
2020-04-14,California,San Mateo County,-53,-23,10,-80,-69,32,,21,,,Democrat,774155,449,1724.17594654788
2020-04-15,California,San Mateo County,-58,-21,-41,-80,-68,32,747,,,,Democrat,774155,449,1724.17594654788
2020-04-15,California,San Mateo County,-58,-21,-41,-80,-68,32,,21,,,Democrat,774155,449,1724.17594654788
2020-04-16,California,San Mateo County,-66,-20,-80,-82,-69,34,767,,,,Democrat,774155,449,1724.17594654788
2020-04-16,California,San Mateo County,-66,-20,-80,-82,-69,34,,28,,,Democrat,774155,449,1724.17594654788
2020-04-17,California,San Mateo County,-67,-20,-79,-82,-67,34,797,,,,Democrat,774155,449,1724.17594654788
2020-04-17,California,San Mateo County,-67,-20,-79,-82,-67,34,,28,,,Democrat,774155,449,1724.17594654788
2020-04-18,California,San Mateo County,-69,-20,-76,-81,-42,20,838,,,,Democrat,774155,449,1724.17594654788
2020-04-18,California,San Mateo County,-69,-20,-76,-81,-42,20,,28,,,Democrat,774155,449,1724.17594654788
2020-04-19,California,San Mateo County,-69,-23,-74,-83,-42,17,838,,,,Democrat,774155,449,1724.17594654788
2020-04-19,California,San Mateo County,-69,-23,-74,-83,-42,17,,28,,,Democrat,774155,449,1724.17594654788
2020-04-20,California,San Mateo County,-65,-24,-77,-81,-68,32,920,,,,Democrat,774155,449,1724.17594654788
2020-04-20,California,San Mateo County,-65,-24,-77,-81,-68,32,,28,,,Democrat,774155,449,1724.17594654788
2020-04-21,California,San Mateo County,-64,-20,-74,-80,-68,33,935,,,,Democrat,774155,449,1724.17594654788
2020-04-21,California,San Mateo County,-64,-20,-74,-80,-68,33,,28,,,Democrat,774155,449,1724.17594654788
2020-04-22,California,San Mateo County,-64,-21,-74,-80,-68,33,958,,,,Democrat,774155,449,1724.17594654788
2020-04-22,California,San Mateo County,-64,-21,-74,-80,-68,33,,39,,,Democrat,774155,449,1724.17594654788
2020-04-23,California,San Mateo County,-64,-19,-74,-81,-68,33,966,,,,Democrat,774155,449,1724.17594654788
2020-04-23,California,San Mateo County,-64,-19,-74,-81,-68,33,,39,,,Democrat,774155,449,1724.17594654788
2020-04-24,California,San Mateo County,-64,-18,-71,-81,-66,33,989,,,,Democrat,774155,449,1724.17594654788
2020-04-24,California,San Mateo County,-64,-18,-71,-81,-66,33,,41,,,Democrat,774155,449,1724.17594654788
2020-04-25,California,San Mateo County,-67,-18,-74,-80,-42,20,1019,,,,Democrat,774155,449,1724.17594654788
2020-04-25,California,San Mateo County,-67,-18,-74,-80,-42,20,,41,,,Democrat,774155,449,1724.17594654788
2020-04-26,California,San Mateo County,-67,-21,-74,-82,-42,17,1019,,,,Democrat,774155,449,1724.17594654788
2020-04-26,California,San Mateo County,-67,-21,-74,-82,-42,17,,41,,,Democrat,774155,449,1724.17594654788
2020-04-27,California,San Mateo County,-63,-21,-74,-80,-67,31,1080,,,,Democrat,774155,449,1724.17594654788
2020-04-27,California,San Mateo County,-63,-21,-74,-80,-67,31,,41,,,Democrat,774155,449,1724.17594654788
2020-04-28,California,San Mateo County,-62,-18,-72,-80,-68,23,1099,,,,Democrat,774155,449,1724.17594654788
2020-04-28,California,San Mateo County,-62,-18,-72,-80,-68,23,,48,,,Democrat,774155,449,1724.17594654788
2020-04-29,California,San Mateo County,-61,-22,-72,-80,-67,32,1136,,,,Democrat,774155,449,1724.17594654788
2020-04-29,California,San Mateo County,-61,-22,-72,-80,-67,32,,48,,,Democrat,774155,449,1724.17594654788
2020-04-30,California,San Mateo County,-59,-19,-67,-80,-68,32,1177,,,,Democrat,774155,449,1724.17594654788
2020-04-30,California,San Mateo County,-59,-19,-67,-80,-68,32,,48,,,Democrat,774155,449,1724.17594654788
2020-05-01,California,San Mateo County,-58,-15,-62,-80,-65,32,1197,,,,Democrat,774155,449,1724.17594654788
2020-05-01,California,San Mateo County,-58,-15,-62,-80,-65,32,,51,,,Democrat,774155,449,1724.17594654788
2020-05-02,California,San Mateo County,-61,-16,-69,-79,-39,19,1233,,,,Democrat,774155,449,1724.17594654788
2020-05-02,California,San Mateo County,-61,-16,-69,-79,-39,19,,51,,,Democrat,774155,449,1724.17594654788
2020-05-03,California,San Mateo County,-60,-15,-58,-81,-37,15,1233,,,,Democrat,774155,449,1724.17594654788
2020-05-03,California,San Mateo County,-60,-15,-58,-81,-37,15,,51,,,Democrat,774155,449,1724.17594654788
2020-05-04,California,San Mateo County,-54,-17,-58,-79,-65,29,1281,,,,Democrat,774155,449,1724.17594654788
2020-05-04,California,San Mateo County,-54,-17,-58,-79,-65,29,,51,,,Democrat,774155,449,1724.17594654788
2020-05-05,California,San Mateo County,-54,-12,-58,-78,-65,30,1315,,,,Democrat,774155,449,1724.17594654788
2020-05-05,California,San Mateo County,-54,-12,-58,-78,-65,30,,56,,,Democrat,774155,449,1724.17594654788
2020-05-06,California,San Mateo County,-56,-15,-54,-78,-64,30,1341,,,,Democrat,774155,449,1724.17594654788
2020-05-06,California,San Mateo County,-56,-15,-54,-78,-64,30,,56,,,Democrat,774155,449,1724.17594654788
2020-05-07,California,San Mateo County,-55,-13,-53,-78,-64,30,1377,,,,Democrat,774155,449,1724.17594654788
2020-05-07,California,San Mateo County,-55,-13,-53,-78,-64,30,,56,,,Democrat,774155,449,1724.17594654788
2020-02-15,California,Santa Barbara County,4,0,20,5,-2,0,0,0,0,0,Democrat,453457,2738,165.616143170197
2020-02-16,California,Santa Barbara County,10,4,40,4,-2,-1,0,0,0,0,Democrat,453457,2738,165.616143170197
2020-02-17,California,Santa Barbara County,10,0,48,-8,-33,6,0,0,0,0,Democrat,453457,2738,165.616143170197
2020-02-18,California,Santa Barbara County,-1,-2,15,5,-3,0,0,0,0,0,Democrat,453457,2738,165.616143170197
2020-02-19,California,Santa Barbara County,0,0,15,-1,-2,0,0,0,0,0,Democrat,453457,2738,165.616143170197
2020-02-20,California,Santa Barbara County,3,0,19,6,-1,0,0,0,0,0,Democrat,453457,2738,165.616143170197
2020-02-21,California,Santa Barbara County,-1,-2,7,-2,-1,0,0,0,0,0,Democrat,453457,2738,165.616143170197
2020-02-22,California,Santa Barbara County,-1,1,-5,0,-1,1,0,0,0,0,Democrat,453457,2738,165.616143170197
2020-02-23,California,Santa Barbara County,3,0,16,4,2,-1,0,0,0,0,Democrat,453457,2738,165.616143170197
2020-02-24,California,Santa Barbara County,0,0,11,0,6,0,0,0,0,0,Democrat,453457,2738,165.616143170197
2020-02-25,California,Santa Barbara County,0,0,19,3,1,0,0,0,0,0,Democrat,453457,2738,165.616143170197
2020-02-26,California,Santa Barbara County,4,0,18,0,1,-1,0,0,0,0,Democrat,453457,2738,165.616143170197
2020-02-27,California,Santa Barbara County,4,1,15,3,1,-1,0,0,0,0,Democrat,453457,2738,165.616143170197
2020-02-28,California,Santa Barbara County,2,2,16,4,2,-1,0,0,0,0,Democrat,453457,2738,165.616143170197
2020-02-29,California,Santa Barbara County,2,1,7,1,2,-1,0,0,0,0,Democrat,453457,2738,165.616143170197
2020-03-01,California,Santa Barbara County,4,4,-5,0,1,0,0,0,0,0,Democrat,453457,2738,165.616143170197
2020-03-02,California,Santa Barbara County,4,4,11,-2,7,-1,0,0,0,0,Democrat,453457,2738,165.616143170197
2020-03-03,California,Santa Barbara County,5,8,22,0,1,-1,0,0,0,0,Democrat,453457,2738,165.616143170197
2020-03-04,California,Santa Barbara County,4,6,14,-2,1,-1,0,0,0,0,Democrat,453457,2738,165.616143170197
2020-03-05,California,Santa Barbara County,5,7,14,3,1,-1,0,0,0,0,Democrat,453457,2738,165.616143170197
2020-03-06,California,Santa Barbara County,1,5,16,2,2,-1,0,0,0,0,Democrat,453457,2738,165.616143170197
2020-03-07,California,Santa Barbara County,-1,4,0,-5,1,0,0,0,0,0,Democrat,453457,2738,165.616143170197
2020-03-08,California,Santa Barbara County,1,4,9,0,1,0,0,0,0,0,Democrat,453457,2738,165.616143170197
2020-03-09,California,Santa Barbara County,2,7,4,-5,5,0,0,0,0,0,Democrat,453457,2738,165.616143170197
2020-03-10,California,Santa Barbara County,-3,6,-28,-12,-4,4,0,0,0,0,Democrat,453457,2738,165.616143170197
2020-03-11,California,Santa Barbara County,2,11,-4,-6,-4,3,0,0,0,0,Democrat,453457,2738,165.616143170197
2020-03-12,California,Santa Barbara County,2,21,-4,-5,-3,2,0,0,0,0,Democrat,453457,2738,165.616143170197
2020-03-13,California,Santa Barbara County,-3,38,-25,-18,-6,3,0,0,0,0,Democrat,453457,2738,165.616143170197
2020-03-14,California,Santa Barbara County,-12,23,-36,-21,-5,5,0,0,0,0,Democrat,453457,2738,165.616143170197
2020-03-15,California,Santa Barbara County,-16,12,-36,-26,-8,6,0,0,0,0,Democrat,453457,2738,165.616143170197
2020-03-16,California,Santa Barbara County,-17,16,-44,-38,-23,13,1,0,1,0,Democrat,453457,2738,165.616143170197
2020-03-17,California,Santa Barbara County,-19,14,-2,-30,-31,13,2,0,1,0,Democrat,453457,2738,165.616143170197
2020-03-18,California,Santa Barbara County,-25,9,-1,-35,-33,12,2,0,0,0,Democrat,453457,2738,165.616143170197
2020-03-19,California,Santa Barbara County,-29,6,-14,-32,-35,14,8,0,6,0,Democrat,453457,2738,165.616143170197
2020-03-20,California,Santa Barbara County,-42,-4,-37,-43,-41,18,9,0,1,0,Democrat,453457,2738,165.616143170197
2020-03-21,California,Santa Barbara County,-50,-13,-26,-46,-31,13,9,0,0,0,Democrat,453457,2738,165.616143170197
2020-03-22,California,Santa Barbara County,-53,-24,-50,-57,-40,14,13,0,4,0,Democrat,453457,2738,165.616143170197
2020-03-23,California,Santa Barbara County,-42,-16,-25,-47,-44,18,18,0,5,0,Democrat,453457,2738,165.616143170197
2020-03-24,California,Santa Barbara County,-43,-17,-22,-49,-49,19,18,0,0,0,Democrat,453457,2738,165.616143170197
2020-03-25,California,Santa Barbara County,-43,-17,-18,-50,-48,19,24,0,6,0,Democrat,453457,2738,165.616143170197
2020-03-26,California,Santa Barbara County,-43,-19,-23,-49,-49,20,26,0,2,0,Democrat,453457,2738,165.616143170197
2020-03-27,California,Santa Barbara County,-46,-18,-24,-52,-46,20,32,0,6,0,Democrat,453457,2738,165.616143170197
2020-03-28,California,Santa Barbara County,-50,-18,-34,-51,-34,15,47,0,15,0,Democrat,453457,2738,165.616143170197
2020-03-29,California,Santa Barbara County,-47,-17,-30,-51,-40,13,64,0,17,0,Democrat,453457,2738,165.616143170197
2020-03-30,California,Santa Barbara County,-42,-20,-13,-49,-44,17,68,0,4,0,Democrat,453457,2738,165.616143170197
2020-03-31,California,Santa Barbara County,-41,-17,-9,-49,-49,18,88,0,20,0,Democrat,453457,2738,165.616143170197
2020-04-01,California,Santa Barbara County,-41,-14,-14,-50,-49,18,99,0,11,0,Democrat,453457,2738,165.616143170197
2020-04-02,California,Santa Barbara County,-42,-15,-19,-48,-49,19,111,1,12,1,Democrat,453457,2738,165.616143170197
2020-04-03,California,Santa Barbara County,-44,-12,-24,-51,-47,19,139,1,28,0,Democrat,453457,2738,165.616143170197
2020-04-04,California,Santa Barbara County,-49,-15,-35,-49,-35,14,152,1,13,0,Democrat,453457,2738,165.616143170197
2020-04-05,California,Santa Barbara County,-55,-26,-67,-63,-45,16,168,1,16,0,Democrat,453457,2738,165.616143170197
2020-04-06,California,Santa Barbara County,-43,-17,-39,-51,-48,20,174,2,6,1,Democrat,453457,2738,165.616143170197
2020-04-07,California,Santa Barbara County,-47,-22,-40,-53,-50,20,192,2,18,0,Democrat,453457,2738,165.616143170197
2020-04-08,California,Santa Barbara County,-47,-20,-33,-51,-51,20,218,2,26,0,Democrat,453457,2738,165.616143170197
2020-04-09,California,Santa Barbara County,-48,-19,-62,-59,-54,24,228,2,10,0,Democrat,453457,2738,165.616143170197
2020-04-10,California,Santa Barbara County,-47,-15,-28,-49,-49,20,243,2,15,0,Democrat,453457,2738,165.616143170197
2020-04-11,California,Santa Barbara County,-49,-12,-33,-49,-36,14,260,2,17,0,Democrat,453457,2738,165.616143170197
2020-04-12,California,Santa Barbara County,-59,-27,-49,-51,-47,14,264,2,4,0,Democrat,453457,2738,165.616143170197
2020-04-13,California,Santa Barbara County,-46,-25,-32,-50,-45,18,267,2,3,0,Democrat,453457,2738,165.616143170197
2020-04-14,California,Santa Barbara County,-43,-20,-8,-42,-47,18,284,2,17,0,Democrat,453457,2738,165.616143170197
2020-04-15,California,Santa Barbara County,-45,-14,-2,-44,-48,18,313,2,29,0,Democrat,453457,2738,165.616143170197
2020-04-16,California,Santa Barbara County,-54,-16,-16,-45,-48,18,334,2,21,0,Democrat,453457,2738,165.616143170197
2020-04-17,California,Santa Barbara County,-57,-18,-28,-48,-45,19,354,3,20,1,Democrat,453457,2738,165.616143170197
2020-04-18,California,Santa Barbara County,-58,-17,-37,-48,-32,14,373,3,19,0,Democrat,453457,2738,165.616143170197
2020-04-19,California,Santa Barbara County,-56,-14,-26,-50,-40,13,385,4,12,1,Democrat,453457,2738,165.616143170197
2020-04-20,California,Santa Barbara County,-54,-18,-18,-46,-43,17,394,4,9,0,Democrat,453457,2738,165.616143170197
2020-04-21,California,Santa Barbara County,-54,-16,-5,-44,-47,17,416,4,22,0,Democrat,453457,2738,165.616143170197
2020-04-22,California,Santa Barbara County,-54,-15,1,-42,-47,17,429,5,13,1,Democrat,453457,2738,165.616143170197
2020-04-23,California,Santa Barbara County,-53,-13,-4,-43,-48,18,451,5,22,0,Democrat,453457,2738,165.616143170197
2020-04-24,California,Santa Barbara County,-54,-11,-6,-44,-44,17,460,6,9,1,Democrat,453457,2738,165.616143170197
2020-04-25,California,Santa Barbara County,-55,-10,-9,-41,-30,11,469,7,9,1,Democrat,453457,2738,165.616143170197
2020-04-26,California,Santa Barbara County,-53,-10,-7,-40,-37,11,469,7,0,0,Democrat,453457,2738,165.616143170197
2020-04-27,California,Santa Barbara County,-52,-15,-14,-42,-42,16,471,7,2,0,Democrat,453457,2738,165.616143170197
2020-04-28,California,Santa Barbara County,-51,-15,-4,-42,-47,8,473,7,2,0,Democrat,453457,2738,165.616143170197
2020-04-29,California,Santa Barbara County,-50,-14,-17,-41,-47,17,485,8,12,1,Democrat,453457,2738,165.616143170197
2020-04-30,California,Santa Barbara County,-48,-11,-12,-41,-46,16,485,8,0,0,Democrat,453457,2738,165.616143170197
2020-05-01,California,Santa Barbara County,-48,-7,-12,-39,-43,16,506,8,21,0,Democrat,453457,2738,165.616143170197
2020-05-02,California,Santa Barbara County,-49,-6,-20,-41,-28,11,506,8,0,0,Democrat,453457,2738,165.616143170197
2020-05-03,California,Santa Barbara County,-47,-5,-11,-40,-34,10,514,8,8,0,Democrat,453457,2738,165.616143170197
2020-05-04,California,Santa Barbara County,-46,-11,-13,-41,-40,14,514,8,0,0,Democrat,453457,2738,165.616143170197
2020-05-05,California,Santa Barbara County,-45,-5,-3,-38,-45,15,526,8,12,0,Democrat,453457,2738,165.616143170197
2020-05-06,California,Santa Barbara County,-46,-8,-3,-40,-44,15,613,9,87,1,Democrat,453457,2738,165.616143170197
2020-05-07,California,Santa Barbara County,-44,-4,1,-38,-44,15,613,9,0,0,Democrat,453457,2738,165.616143170197
2020-02-15,California,Santa Clara County,-3,-3,18,0,-1,-1,2,0,0,0,Democrat,1956598,1291,1515.56777691712
2020-02-16,California,Santa Clara County,-1,-4,22,-7,-1,-2,2,0,0,0,Democrat,1956598,1291,1515.56777691712
2020-02-17,California,Santa Clara County,14,4,66,-21,-58,12,2,0,0,0,Democrat,1956598,1291,1515.56777691712
2020-02-18,California,Santa Clara County,-1,-3,19,4,-8,1,2,0,0,0,Democrat,1956598,1291,1515.56777691712
2020-02-19,California,Santa Clara County,-2,-3,12,0,-7,1,2,0,0,0,Democrat,1956598,1291,1515.56777691712
2020-02-20,California,Santa Clara County,0,-2,18,-1,-8,1,2,0,0,0,Democrat,1956598,1291,1515.56777691712
2020-02-21,California,Santa Clara County,-3,-5,2,-7,-7,2,2,0,0,0,Democrat,1956598,1291,1515.56777691712
2020-02-22,California,Santa Clara County,-3,-1,26,-7,3,-1,2,0,0,0,Democrat,1956598,1291,1515.56777691712
2020-02-23,California,Santa Clara County,1,1,27,-4,4,-1,2,0,0,0,Democrat,1956598,1291,1515.56777691712
2020-02-24,California,Santa Clara County,0,1,13,-1,4,0,2,0,0,0,Democrat,1956598,1291,1515.56777691712
2020-02-25,California,Santa Clara County,2,2,24,0,4,0,2,0,0,0,Democrat,1956598,1291,1515.56777691712
2020-02-26,California,Santa Clara County,2,3,15,2,3,-1,2,0,0,0,Democrat,1956598,1291,1515.56777691712
2020-02-27,California,Santa Clara County,4,5,24,2,2,-1,2,0,0,0,Democrat,1956598,1291,1515.56777691712
2020-02-28,California,Santa Clara County,2,6,10,-4,4,0,2,0,0,0,Democrat,1956598,1291,1515.56777691712
2020-02-29,California,Santa Clara County,1,9,22,-4,4,0,3,0,1,0,Democrat,1956598,1291,1515.56777691712
2020-03-01,California,Santa Clara County,1,6,17,-8,4,0,3,0,0,0,Democrat,1956598,1291,1515.56777691712
2020-03-02,California,Santa Clara County,2,9,16,-6,3,0,9,0,6,0,Democrat,1956598,1291,1515.56777691712
2020-03-03,California,Santa Clara County,6,7,54,-5,2,0,11,0,2,0,Democrat,1956598,1291,1515.56777691712
2020-03-04,California,Santa Clara County,-1,5,35,-7,2,1,11,0,0,0,Democrat,1956598,1291,1515.56777691712
2020-03-05,California,Santa Clara County,0,5,38,-9,0,1,20,0,9,0,Democrat,1956598,1291,1515.56777691712
2020-03-06,California,Santa Clara County,-4,5,18,-17,-5,4,20,0,0,0,Democrat,1956598,1291,1515.56777691712
2020-03-07,California,Santa Clara County,-10,0,-17,-18,0,4,32,0,12,0,Democrat,1956598,1291,1515.56777691712
2020-03-08,California,Santa Clara County,-8,-2,20,-19,0,2,38,0,6,0,Democrat,1956598,1291,1515.56777691712
2020-03-09,California,Santa Clara County,-3,3,29,-24,-12,6,38,0,0,0,Democrat,1956598,1291,1515.56777691712
2020-03-10,California,Santa Clara County,-3,6,30,-28,-16,7,43,1,5,1,Democrat,1956598,1291,1515.56777691712
2020-03-11,California,Santa Clara County,-4,10,37,-32,-22,9,48,1,5,0,Democrat,1956598,1291,1515.56777691712
2020-03-12,California,Santa Clara County,-4,16,42,-37,-27,11,52,1,4,0,Democrat,1956598,1291,1515.56777691712
2020-03-13,California,Santa Clara County,-9,28,14,-41,-30,13,79,1,27,0,Democrat,1956598,1291,1515.56777691712
2020-03-14,California,Santa Clara County,-27,11,-34,-36,-10,9,95,1,16,0,Democrat,1956598,1291,1515.56777691712
2020-03-15,California,Santa Clara County,-31,1,-36,-42,-15,9,91,2,-4,1,Democrat,1956598,1291,1515.56777691712
2020-03-16,California,Santa Clara County,-8,49,-9,-51,-49,19,138,2,47,0,Democrat,1956598,1291,1515.56777691712
2020-03-17,California,Santa Clara County,-47,-5,-14,-63,-69,30,155,4,17,2,Democrat,1956598,1291,1515.56777691712
2020-03-18,California,Santa Clara County,-49,-12,-20,-66,-70,31,175,6,20,2,Democrat,1956598,1291,1515.56777691712
2020-03-19,California,Santa Clara County,-48,-10,19,-67,-70,31,189,6,14,0,Democrat,1956598,1291,1515.56777691712
2020-03-20,California,Santa Clara County,-52,-12,4,-69,-69,33,196,8,7,2,Democrat,1956598,1291,1515.56777691712
2020-03-21,California,Santa Clara County,-61,-25,-15,-62,-45,19,263,8,67,0,Democrat,1956598,1291,1515.56777691712
2020-03-22,California,Santa Clara County,-62,-33,-18,-67,-46,17,263,8,0,0,Democrat,1956598,1291,1515.56777691712
2020-03-23,California,Santa Clara County,-52,-23,-14,-73,-72,32,302,10,39,2,Democrat,1956598,1291,1515.56777691712
2020-03-24,California,Santa Clara County,-53,-23,-22,-74,-73,34,375,16,73,6,Democrat,1956598,1291,1515.56777691712
2020-03-25,California,Santa Clara County,-54,-23,-22,-73,-73,34,459,17,84,1,Democrat,1956598,1291,1515.56777691712
2020-03-26,California,Santa Clara County,-53,-21,2,-74,-73,34,542,19,83,2,Democrat,1956598,1291,1515.56777691712
2020-03-27,California,Santa Clara County,-56,-22,-14,-74,-71,35,574,20,32,1,Democrat,1956598,1291,1515.56777691712
2020-03-28,California,Santa Clara County,-63,-31,-51,-70,-48,21,591,25,17,5,Democrat,1956598,1291,1515.56777691712
2020-03-29,California,Santa Clara County,-62,-33,-22,-71,-48,17,646,25,55,0,Democrat,1956598,1291,1515.56777691712
2020-03-30,California,Santa Clara County,-51,-25,4,-74,-73,32,848,28,202,3,Democrat,1956598,1291,1515.56777691712
2020-03-31,California,Santa Clara County,-51,-23,8,-73,-74,33,890,30,42,2,Democrat,1956598,1291,1515.56777691712
2020-04-01,California,Santa Clara County,-53,-22,-8,-74,-73,33,956,32,66,2,Democrat,1956598,1291,1515.56777691712
2020-04-02,California,Santa Clara County,-54,-21,-3,-76,-74,34,1019,36,63,4,Democrat,1956598,1291,1515.56777691712
2020-04-03,California,Santa Clara County,-55,-22,-13,-76,-72,35,1019,36,0,0,Democrat,1956598,1291,1515.56777691712
2020-04-04,California,Santa Clara County,-63,-31,-46,-71,-50,21,1148,39,129,3,Democrat,1956598,1291,1515.56777691712
2020-04-05,California,Santa Clara County,-68,-45,-70,-78,-52,19,1207,39,59,0,Democrat,1956598,1291,1515.56777691712
2020-04-06,California,Santa Clara County,-57,-30,-46,-79,-75,35,1207,39,0,0,Democrat,1956598,1291,1515.56777691712
2020-04-07,California,Santa Clara County,-54,-24,1,-74,-74,33,1285,43,78,4,Democrat,1956598,1291,1515.56777691712
2020-04-08,California,Santa Clara County,-56,-26,-14,-74,-74,34,1380,46,95,3,Democrat,1956598,1291,1515.56777691712
2020-04-09,California,Santa Clara County,-57,-24,-14,-75,-74,34,1380,46,0,0,Democrat,1956598,1291,1515.56777691712
2020-04-10,California,Santa Clara County,-57,-24,-10,-74,-73,35,1442,47,62,1,Democrat,1956598,1291,1515.56777691712
2020-04-11,California,Santa Clara County,-61,-26,-17,-63,-48,20,1484,50,42,3,Democrat,1956598,1291,1515.56777691712
2020-04-12,California,Santa Clara County,-71,-43,-23,-66,-50,17,1566,51,82,1,Democrat,1956598,1291,1515.56777691712
2020-04-13,California,Santa Clara County,-55,-30,-3,-72,-73,33,1666,60,100,9,Democrat,1956598,1291,1515.56777691712
2020-04-14,California,Santa Clara County,-55,-28,5,-71,-72,33,1666,60,0,0,Democrat,1956598,1291,1515.56777691712
2020-04-15,California,Santa Clara County,-60,-25,-3,-70,-72,33,1793,65,127,5,Democrat,1956598,1291,1515.56777691712
2020-04-16,California,Santa Clara County,-68,-24,-6,-73,-72,34,1833,69,40,4,Democrat,1956598,1291,1515.56777691712
2020-04-17,California,Santa Clara County,-69,-25,-13,-73,-70,34,1870,73,37,4,Democrat,1956598,1291,1515.56777691712
2020-04-18,California,Santa Clara County,-72,-27,-13,-61,-44,19,1870,73,0,0,Democrat,1956598,1291,1515.56777691712
2020-04-19,California,Santa Clara County,-72,-33,-6,-66,-44,16,1870,73,0,0,Democrat,1956598,1291,1515.56777691712
2020-04-20,California,Santa Clara County,-67,-27,-11,-73,-72,32,1922,83,52,10,Democrat,1956598,1291,1515.56777691712
2020-04-21,California,Santa Clara County,-66,-24,5,-72,-72,33,1922,83,0,0,Democrat,1956598,1291,1515.56777691712
2020-04-22,California,Santa Clara County,-67,-24,2,-72,-71,33,1962,94,40,11,Democrat,1956598,1291,1515.56777691712
2020-04-23,California,Santa Clara County,-67,-23,6,-73,-72,33,1987,95,25,1,Democrat,1956598,1291,1515.56777691712
2020-04-24,California,Santa Clara County,-67,-23,-3,-72,-70,34,2018,98,31,3,Democrat,1956598,1291,1515.56777691712
2020-04-25,California,Santa Clara County,-70,-25,-7,-60,-42,18,2040,99,22,1,Democrat,1956598,1291,1515.56777691712
2020-04-26,California,Santa Clara County,-70,-30,0,-64,-43,15,2084,100,44,1,Democrat,1956598,1291,1515.56777691712
2020-04-27,California,Santa Clara County,-64,-24,6,-71,-70,32,2105,103,21,3,Democrat,1956598,1291,1515.56777691712
2020-04-28,California,Santa Clara County,-65,-23,7,-71,-71,24,2122,106,17,3,Democrat,1956598,1291,1515.56777691712
2020-04-29,California,Santa Clara County,-64,-23,-4,-71,-71,32,2134,107,12,1,Democrat,1956598,1291,1515.56777691712
2020-04-30,California,Santa Clara County,-62,-20,6,-71,-71,32,2163,111,29,4,Democrat,1956598,1291,1515.56777691712
2020-05-01,California,Santa Clara County,-62,-18,0,-70,-68,32,2179,113,16,2,Democrat,1956598,1291,1515.56777691712
2020-05-02,California,Santa Clara County,-65,-21,-1,-56,-40,17,2205,114,26,1,Democrat,1956598,1291,1515.56777691712
2020-05-03,California,Santa Clara County,-64,-26,10,-59,-39,14,2231,115,26,1,Democrat,1956598,1291,1515.56777691712
2020-05-04,California,Santa Clara County,-59,-19,8,-69,-68,30,2244,117,13,2,Democrat,1956598,1291,1515.56777691712
2020-05-05,California,Santa Clara County,-58,-14,16,-66,-68,30,2255,121,11,4,Democrat,1956598,1291,1515.56777691712
2020-05-06,California,Santa Clara County,-60,-18,8,-68,-68,30,2268,126,13,5,Democrat,1956598,1291,1515.56777691712
2020-05-07,California,Santa Clara County,-60,-16,13,-69,-68,31,2281,127,13,1,Democrat,1956598,1291,1515.56777691712
2020-02-15,California,Santa Cruz County,12,9,34,14,-4,-1,0,0,0,0,Democrat,276864,446,620.77130044843
